<<<<<<< HEAD
date,AUTOMOTIVE,BABY CARE,BEAUTY,BEVERAGES,BOOKS,BREAD/BAKERY,CELEBRATION,CLEANING,DAIRY,DELI,EGGS,FROZEN FOODS,GROCERY I,GROCERY II,HARDWARE,HOME AND KITCHEN I,HOME AND KITCHEN II,HOME APPLIANCES,HOME CARE,LADIESWEAR,LAWN AND GARDEN,LINGERIE,"LIQUOR,WINE,BEER",MAGAZINES,MEATS,PERSONAL CARE,PET SUPPLIES,PLAYERS AND ELECTRONICS,POULTRY,PREPARED FOODS,PRODUCE,SCHOOL AND OFFICE SUPPLIES,SEAFOOD
2013/10/17,177,0,82,44072,0,16686.03898,0,37612,15405,9151.61202,6283,3937.743999,137936,901,44,0,0,24,0,0,83,338,2393,0,16633.30794,8449,0,0,8600.604027,3410.781995,95,0,635.324
2013/10/18,196,0,92,51057,0,18258.71703,0,37331,17365,9195.604,6665,5046.657998,129684,866,49,0,0,19,0,0,175,281,3639,0,20357.96002,6952,0,0,10767.07603,4158.339028,276,0,896.519001
2013/10/19,329,0,197,80806,0,23598.099,0,57727,24625,13725.768,9280,7777.842,206716,1171,55,0,0,36,0,0,216,500,7052,0,21379.78902,11695,0,0,13959.83798,5903.365004,522,0,973.869004
2013/10/20,381,0,230,90794,0,28683.12203,0,61517,26017,16810.368,11763,7253.89,232408,1429,45,0,0,32,0,0,141,473,0,0,21803.96504,13870,0,0,16388.72397,6277.081014,364,0,1032.359001
2013/10/21,193,0,122,53253,0,19436.25995,0,42990,16761,10337.862,8162,3876.775999,152863,810,43,0,0,21,0,0,94,382,1596,0,15373.37201,8545,0,0,9480.478009,3682.638008,45,0,545.942
2013/10/22,206,0,108,42987,0,16582.13802,0,37667,15196,8738.215,5799,3317.021,132607,,32,0,0,19,0,0,95,310,1497,0,16164.20805,7119,0,0,8161.197016,3468.720999,63,0,652.2849938
2013/10/23,174,0,90,48435,0,17643.93701,0,38273,17212,8790.297024,6683,4195.278997,139082,,33,0,0,13,0,0,171,336,2098,0,18469.222,7014,0,0,9095.674996,3903.823955,63,0,521.882003
2013/10/24,168,0,77,43362,0,14456.692,0,32591,14004,8074.737004,5574,3836.318999,116862,,33,0,0,14,0,0,110,360,2524,0,15626.58699,5754,0,0,7826.29701,3346.512995,119,0,618.9350045
2013/10/25,183,0,84,51872,0,15996.72103,0,37085,17177,9003.815,6136,5337.341999,125357,,42,0,0,11,0,0,125,309,5060,0,20889.95398,6003,0,0,10853.43302,4006.243005,278,0,776.9180048
2013/10/26,321,0,148,76303,0,21634.041,0,52098,22507,13314.31198,8884,7662.435004,189224,,72,0,0,17,0,0,193,445,8523,0,19793.21388,10646,0,0,12997.09706,5403.260998,470,0,1091.003995
2013/10/27,318,0,175,88675,0,27707.76403,0,57584,24462,16198.582,11274,6406.51399,221444,,58,0,0,24,0,0,146,422,0,0,20482.22399,12965,0,0,15721.9711,6088.620966,289,0,1204.806998
2013/10/28,182,0,114,54626,0,18434.299,0,42552,16625,10295.056,7156,3846.612001,150498,,49,0,0,11,0,0,85,384,1888,0,18261.32094,7688,0,0,8669.275029,3806.01499,65,0,795.336002
2013/10/29,169,0,98,48415,0,16342.392,0,36857,14927,8494.466996,5970,3860.051999,129183,,33,0,0,17,0,0,73,277,2364,0,15353.60099,7023,0,0,8077.876999,3282.440001,48,0,726.1680014
2013/10/30,218,0,87,47144,0,16684.172,0,39172,16735,8513.201,6360,4226.754001,136866,,41,0,0,19,0,0,214,308,7119,0,14522.07099,7305,0,0,8309.415036,3928.946003,94,0,887.1460113
2013/10/31,184,0,89,44981,0,14121.502,0,37201,14194,8022.627998,5657,3730.613,129270,390,44,0,0,26,0,0,131,335,3104,0,16070.30902,7414,0,0,8417.344075,3612.230016,99,0,759.807002
2013/11/1,229,0,102,60038,0,17067.37795,0,48938,19442,11366.08299,7749,5810.465001,173174,879,44,0,0,27,0,0,194,360,5345,0,22749.32305,10148,0,0,13760.00698,4611.24098,337,0,1266.736013
2013/11/2,350,0,178,85721,0,22189.97898,0,64888,25391,15474.25098,10145,8405.799001,234523,1060,77,0,0,36,0,0,222,484,9555,0,21946.56099,15157,0,0,16501.42611,6331.255976,625,0,1354.282999
2013/11/3,334,0,206,97066,0,28856.04997,0,75073,26315,18866.9,12609,7660.631,265131,1378,64,0,0,47,0,0,164,510,0,0,23282.28497,17938,0,0,18632.75706,6891.86203,340,0,1431.071001
2013/11/4,197,0,155,61172,0,20750.79497,0,56467,18335,12820.324,8499,4669.37899,189845,938,41,0,0,34,0,0,100,408,1854,0,18845.13507,11896,0,0,11893.944,4553.197014,63,0,777.392999
2013/11/5,178,0,104,53889,0,17784.87898,0,48922,29546,10597.532,7038,4346.055,163730,865,38,0,0,35,0,0,75,407,2140,0,19305.96996,11761,0,0,17731.46896,4053.663008,50,0,724.615001
2013/11/6,211,0,105,55177,0,17929.006,0,47074,29224,9695.118,7048,4930.996,159801,990,44,0,0,34,0,0,128,368,2757,0,16128.56094,10700,0,0,18719.63686,4549.015016,72,0,741.6460005
2013/11/7,175,0,102,48297,0,15507.98396,0,39338,23430,8962.267,5998,4091.997,144997,842,37,0,0,23,0,0,89,313,3772,0,18274.50608,10044,0,0,17128.73302,4004.984986,95,0,770.8679997
2013/11/8,196,0,93,55735,0,16783.772,0,40372,25919,9172.92199,6454,5272.750996,134951,973,54,0,0,17,0,0,162,350,5844,0,21106.92203,8889,0,0,20816.00102,4142.797003,264,0,905.813002
2013/11/9,322,0,166,83121,0,22755.26403,0,57143,37333,13575.38202,8827,8022.641,204292,1182,58,0,0,40,0,0,119,449,8565,0,19806.54598,15017,0,0,25617.80702,6018.128012,463,0,957.555004
2013/11/10,386,0,197,96165,0,27973.672,0,64418,45864,16971.311,11868,7261.734,236555,1288,72,0,0,39,0,0,149,449,0,0,22157.07704,18087,0,0,30095.77218,6275.95102,340,0,1053.972997
2013/11/11,212,0,86,56988,0,18899.095,0,42337,29221,10412.35001,7282,4316.280993,148526,1059,51,0,0,26,0,0,58,346,1996,0,18880.36506,10210,0,0,18383.86104,4059.023963,74,0,664.914
2013/11/12,178,0,95,51700,0,16703.563,0,38010,25576,8676.526976,5895,3995.015,173880,843,22,0,0,18,0,0,83,280,2205,0,14224.94802,10442,0,0,15702.15605,3845.748992,72,0,830.789999
2013/11/13,174,0,84,49737,0,16748.634,0,38708,26398,8161.582,6066,4403.138996,132467,940,47,0,0,23,0,0,130,318,2561,0,15261.04996,8534,0,0,16489.86594,3955.059994,104,0,968.9260001
2013/11/14,175,0,59,43748,0,14228.97798,0,32074,21740,7977.254,5369,3637.182,110943,788,39,0,0,20,0,0,103,284,2796,0,14342.52999,7213,0,0,14388.292,3722.642003,125,0,794.525002
2013/11/15,165,0,74,57886,0,16416.69097,0,37819,25634,9254.16601,6059,5257.088989,130018,952,35,0,0,17,0,0,141,325,5651,0,19403.22198,8662,0,0,19758.51214,4419.16198,316,0,1120.453987
2013/11/16,400,0,154,86253,0,23093.43113,0,58297,39295,14169.541,9578,8469.777,204575,1196,63,0,0,36,0,0,230,597,8892,0,19974.66402,15283,0,0,25823.12401,6114.880962,508,0,1063.17
2013/11/17,348,0,183,95914,0,28799.197,0,62171,46613,17023.62,11465,7291.029004,231236,1341,73,0,0,61,0,0,172,460,0,0,21310.462,18531,0,0,28504.83492,6471.12,357,0,883.965995
2013/11/18,200,0,101,56867,0,19800.987,0,43626,30119,10660.76901,8265,4466.215002,161045,982,32,0,0,27,0,0,110,422,1863,0,20023.14602,10459,0,0,18105.16797,4134.012,62,0,575.254995
2013/11/19,176,0,80,48933,0,16772.109,0,37536,26344,8975.051,6113,4268.987975,132915,963,37,0,0,26,0,0,86,290,2222,0,14920.881,8563,0,0,15771.19106,3764.954991,60,0,638.0959994
2013/11/20,238,0,82,50178,0,17701.27098,0,41389,28217,9162.706996,6506,4821.83697,142848,942,39,0,0,21,0,0,185,380,2586,0,16808.51382,9550,0,0,17794.55402,4190.064004,78,0,619.788006
2013/11/21,200,0,71,46136,0,14931.44199,0,34512,22399,8141.462,5361,4196.717977,115530,779,48,0,0,18,0,0,99,350,3009,0,14653.52201,7369,0,0,15810.27501,3796.569982,96,0,540.059
2013/11/22,182,0,70,52719,0,16471.764,0,37175,25218,9035.438,6391,6192.761018,127682,966,42,0,0,20,0,0,199,376,5026,0,19435.885,7651,0,0,20721.52502,4090.971,316,0,752.868998
2013/11/23,278,0,138,78307,0,21891.43197,0,53118,36643,13182.587,8900,7932.13501,190846,1084,50,0,0,47,0,0,199,482,8201,0,19211.55195,13282,0,0,24088.4529,6145.59801,573,0,944.542001
2013/11/24,334,0,139,88883,0,27446.67801,0,58074,44690,16314.642,11602,7386.286,223320,1220,78,0,0,37,0,0,180,468,0,0,20667.77013,15703,0,0,27068.67899,6047.102982,360,0,906.134996
2013/11/25,212,0,105,54032,0,19108.585,0,40902,29317,10098.79198,7169,4407.408001,148975,942,58,0,0,24,0,0,104,369,2284,0,16642.822,9428,0,0,17080.87904,4136.247998,54,0,515.7749972
2013/11/26,194,0,79,45566,0,16510.24702,0,36982,24938,8252.312,5795,4424.808992,132674,831,46,0,0,21,0,0,113,278,2206,0,15571.096,8200,0,0,15838.99799,3820.000026,94,0,858.367996
2013/11/27,197,0,80,49371,0,17352.87603,0,36495,26427,8131.6,5970,5667.448999,140011,1018,53,0,0,27,0,0,166,261,3312,0,14013.44401,7972,0,0,15888.79199,3834.589997,112,0,722.534997
2013/11/28,157,0,85,48532,0,14999.212,0,34317,22792,8273.143996,5152,4927.736999,117639,795,55,0,0,18,0,0,128,396,2945,0,15395.41401,10435,0,0,14583.04597,3731.689979,124,0,502.738998
2013/11/29,205,0,91,53854,0,17836.418,0,39091,25412,9321.53599,6240,6355.686,137851,1129,41,0,0,32,0,0,119,337,5367,0,19418.19204,9039,0,0,19928.49512,4270.992016,262,0,799.084995
2013/11/30,363,0,182,83454,0,22582.96301,0,63018,42521,14275.895,9223,10652.647,217342,1132,63,0,0,29,0,0,185,450,8144,0,20540.24991,16389,0,0,24180.84791,5703.871975,491,0,1055.180998
2013/12/1,439,0,207,110068,0,31055.97503,0,78915,58742,19671.25098,12972,9829.346996,286167,1516,72,0,0,45,0,0,148,504,0,0,24265.92999,22634,0,0,32630.04999,6891.186999,345,0,1099.389
2013/12/2,278,0,140,69163,0,21705.30298,0,57741,38629,13081.824,8674,6194.56901,216197,1008,48,0,0,39,0,0,117,421,2503,0,18870.48498,14233,0,0,21204.45401,4577.422004,62,0,601.31
2013/12/3,287,0,110,57259,0,18235.819,0,50876,32987,10955.437,7176,5804.540989,183287,862,51,0,0,26,0,0,124,348,3077,0,18005.06099,12173,0,0,17649.93002,4177.919986,101,0,865.338992
2013/12/4,230,0,108,55770,0,17703.65903,0,50048,33543,9666.507,6912,7408.526,187341,920,38,0,0,25,0,0,149,350,4032,0,15734.91198,11097,0,0,17669.81901,4425.41097,167,0,808.2119975
2013/12/5,223,0,93,54490,0,15618.393,0,41018,27472,9318.171,5985,7547.576999,167626,3426,40,0,0,30,0,0,130,386,6325,0,16423.914,9042,0,0,16044.972,4293.612998,302,0,572.164992
2013/12/6,218,0,111,67538,0,17596.954,0,49209,32402,11274.868,6961,9664.099006,167687,1140,65,0,0,25,0,0,155,406,7016,0,21079.01601,11510,0,0,22343.77803,4876.956024,444,0,939.083998
2013/12/7,315,0,194,81986,0,22608.15097,0,61731,41830,14107.56,8864,11317.72399,214232,1180,66,0,0,48,0,0,179,476,8750,0,22049.15289,16172,0,0,23323.74798,6026.105975,582,0,1143.877996
2013/12/8,349,0,181,88714,0,27707.50497,0,67209,50260,16569.132,11007,10526.431,241127,1135,65,0,0,46,0,0,132,522,0,0,20651.70095,18564,0,0,26374.97299,6348.44901,293,0,1073.704996
2013/12/9,177,0,88,57522,0,19630.415,0,47597,33735,11335.902,7633,10468.63505,194529,908,53,0,0,31,0,0,71,386,6645,0,16767.42503,11159,0,0,18513.72799,4389.410031,76,0,593.7990005
2013/12/10,214,0,87,54913,0,18327.993,0,44431,32449,10147.591,6531,16682.82804,179114,942,41,0,0,22,0,0,82,323,3115,0,16208.37996,9921,0,0,15786.39899,4124.582999,62,0,896.922
2013/12/11,198,0,94,59185,0,17724.57101,0,44857,31429,9168.600004,6515,12255.0119,187114,1239,38,0,0,37,0,0,126,335,4043,0,15587.374,10128,0,0,17599.874,4195.231999,139,0,949.535995
2013/12/12,203,0,84,53054,0,15824.972,0,40820,26597,8921.217,5991,11800.19001,170830,1062,34,0,0,14,0,0,97,437,4820,0,14416.03495,8803,0,0,15887.83404,3721.073985,149,0,689.758999
2013/12/13,208,0,93,64038,0,16528.82297,0,44416,30139,9747.94398,6112,19158.48706,173821,1132,29,0,0,22,0,0,187,404,8390,0,20712.17997,9463,0,0,24213.92502,4352.648984,362,0,1127.004998
2013/12/14,365,0,159,86129,0,20527.12703,0,59945,40532,13123.931,8077,23228.56703,224230,1288,45,0,0,32,0,0,194,557,11482,0,19269.32996,15499,0,0,23079.82601,5607.826998,541,0,1000.309
2013/12/15,411,0,212,100122,0,27241.64495,0,70719,50931,17012.529,11259,22091.52185,264777,1319,61,0,0,31,0,0,184,585,0,0,20710.73299,19497,0,0,26910.16403,6457.670995,339,0,1144.512001
2013/12/16,228,0,140,67450,0,20530.15603,0,53661,37389,11991.697,8139,21578.14692,231939,1091,55,0,0,28,0,0,158,441,4366,0,17780.56508,12445,0,0,20808.13886,4866.48397,142,0,833.102988
2013/12/17,207,0,83,61175,0,18243.04797,0,48748,33835,10321.363,6637,27960.48986,213594,1240,47,0,0,28,0,0,113,494,5385,0,16648.826,10952,0,0,19148.22501,4517.712,111,0,982.0530055
2013/12/18,198,0,102,63989,0,18414.552,0,50994,37229,11174.33998,6979,42812.47508,231703,1742,39,0,0,18,0,0,172,551,7519,0,16309.34901,10380,0,0,21264.96084,4696.38602,190,0,1004.274
2013/12/19,196,0,95,62692,0,18853.141,0,50312,32114,11260.929,6098,44418.43622,216391,1489,50,0,0,22,0,0,157,520,8356,0,16951.567,9638,0,0,22019.44899,4752.22699,238,0,837.288998
2013/12/20,225,0,118,70487,0,16296.47,0,51338,33594,11109.378,6709,53184.60449,226210,1999,36,0,0,23,0,0,206,552,12270,0,18051.64801,9995,0,0,25540.57812,4767.885013,457,0,934.7039995
2013/12/21,325,0,187,91862,0,19815.13098,0,69458,44632,14745.033,8882,77376.67683,268193,1708,63,0,0,26,0,0,235,723,16945,0,18237.01597,16180,0,0,28719.77399,5827.496972,548,0,984.947
2013/12/22,365,0,209,89825,0,21834.96099,0,77260,49225,16714.78697,10475,70338.30299,281751,1808,66,0,0,37,0,0,228,786,0,0,19642.391,19010,0,0,29261.59196,6058.21696,392,0,1007.896001
2013/12/23,242,0,181,87598,0,25687.775,0,74743,54114,17643.628,10525,100656.6595,326975,2795,52,0,0,29,0,0,217,720,16093,0,21717.93492,14816,0,0,31252.25505,5610.00401,306,0,891.027997
2013/12/24,250,0,154,85329,0,18318.86396,0,59878,45634,16502.37907,7618,47258.25969,253813,2498,48,0,0,23,0,0,193,634,19927,0,15225.99899,11883,0,0,29435.24205,4940.597985,410,0,689.948996
2013/12/26,317,0,169,73168,0,17437.458,0,58866,33077,11749.058,8086,21887.53421,180885,1435,67,0,0,45,0,0,132,596,6859,0,18600.21417,14804,0,0,16891.21704,4403.595,289,0,967.0859987
2013/12/27,297,0,143,77409,0,18026.65601,0,55982,34715,11776.352,7345,26909.53902,170992,1978,50,0,0,27,0,0,165,512,12160,0,20448.10002,13706,0,0,20268.51499,4839.153995,450,0,1115.652004
2013/12/28,432,0,198,88614,0,19318.7,0,67336,38589,14027.403,8327,37431.80793,200073,2035,58,0,0,28,0,0,184,650,15205,0,18570.78194,17815,0,0,21460.4301,5114.27501,546,0,938.908004
2013/12/29,386,0,161,78396,0,18159.21899,0,62549,37204,13692.251,8036,31672.86896,186041,1802,60,0,0,34,0,0,215,667,0,0,17502.80295,16794,0,0,20207.19302,4648.308016,517,0,974.8619957
2013/12/30,389,0,163,96102,0,22802.318,0,78156,48836,17334.261,9908,33661.03996,233052,3522,54,0,0,35,0,0,313,664,20443,0,19620.85689,18080,0,0,24726.148,5454.874003,654,0,1164.238
2013/12/31,239,0,107,92017,0,19569.015,0,56095,39736,14255.945,7372,23025.46496,172115,3464,34,0,0,16,0,0,334,499,23460,0,14688.78895,11542,0,0,21975.97314,5155.089995,580,0,984.3860005
2014/1/1,4,0,2,2175,0,475.452,35,456,596,176.29,102,247.270004,2050.868,28,2,33,33,0,163,0,5,10,349,1,160.157,137,2,7,140.567,36.118,1198.3434,0,3
2014/1/2,331,0,198,172933,0,25491.22603,562,73045,45832,15401.2401,11297,8177.463981,213404.643,1479,63,1585,1585,44,20692,640,124,515,3187,41,22638.66896,18656,241,651,22434.76907,5714.987,133744.2529,82,1324.974998
2014/1/3,299,0,155,146684,0,20822.72497,862,63840,38583,12513.0728,8956,7537.910978,179260.345,1154,62,1209,1209,18,16305,386,107,374,4818,24,21844.17992,15113,216,562,21777.40114,4749.89,110757.032,41,1158.2888
2014/1/4,404,0,215,213643,0,27540.98596,877,86517,54501,18538.003,12204,10826.72498,251921.045,1549,110,2671,2671,31,24201,976,190,513,8495,33,20992.58384,22060,344,845,27297.91004,7558.55099,139361.6838,93,1283.398998
2014/1/5,393,0,239,222012,0,31445.94199,723,84114,57967,19277.882,13146,9502.818999,256585.278,1476,104,1193,1193,40,24522,1168,223,598,0,23,14491.458,23139,278,910,25457.63294,7351.076995,150551.856,126,1765.844
2014/1/6,237,0,121,134433,0,20714.997,384,56076,36580,11455.449,8036,5594.166006,166233.668,1013,63,1277,1277,30,14525,433,130,375,2000,28,9405.404009,13216,221,485,15809.58499,4626.195005,97197.098,41,1058.001999
2014/1/7,232,0,99,116379,0,20034.099,440,51623,32352,10422.126,7336,4953.06,151394.75,872,68,1023,1023,31,13477,340,153,431,2381,22,12234.52503,11956,195,583,17714.2289,4234.980995,101097.3259,32,823.5030045
2014/1/8,237,0,100,126533,0,19658.68704,530,52662,35279,10608.68,7569,5783.748024,157935.234,827,75,1422,1422,23,13430,420,167,393,2835,18,14573.98103,12057,206,628,20145.01896,5227.70806,144872.5914,46,1352.204997
2014/1/9,210,0,99,104418,0,17116.811,540,43303,29030,9798.184,6267,5324.124999,128311.628,825,62,1241,1241,17,11180,412,156,400,2844,19,14578.12046,9975,181,497,17925.58065,4497.552006,85412.3739,48,1185.558401
2014/1/10,227,0,78,109869,0,18841.548,722,46122,32051,10202.91,6846,5943.623014,144222.686,915,57,1192,1192,24,11225,531,236,443,5239,7,19006.10555,9766,183,482,22038.82549,5101.30702,89322.6512,44,1571.6728
2014/1/11,424,0,172,176562,0,25540.386,1149,65310,48338,15327.587,9967,8696.138,205520.956,1170,97,1340,1340,34,19062,1093,310,599,9859,23,18356.03283,15838,324,812,27549.90187,7177.768016,124154.2179,78,1568.467997
2014/1/12,445,0,198,200931,0,28786.5591,673,68177,53580,17448.99,11949,7603.78201,218941.17,1195,110,1215,1215,33,20846,1403,245,578,0,8,17582.09493,17992,273,902,28489.00507,6998.67301,135340.6048,126,1784.720003
2014/1/13,238,0,107,124033,0,20166.307,447,47888,34442,11037.13,7462,4623.576991,143755.51,914,68,1000,1000,29,13072,605,116,351,2075,11,12867.85203,10438,205,510,17663.94202,4517.062001,95336.38598,54,991.2489975
2014/1/14,215,0,99,107893,0,16914.81203,435,41103,29906,9817.837004,6512,4480.013016,130313.373,774,62,819,819,17,11217,578,125,388,2241,13,15337.18601,8821,183,458,16548.93795,4246.515,91657.15528,57,945.275
2014/1/15,263,0,99,115098,0,17841.096,604,46367,32503,9773.344,6745,5242.623,137684.135,754,58,1004,1004,30,11579,592,191,403,2566,10,14987.96796,10000,178,449,17834.26597,4582.326035,127888.6201,45,1181.091001
2014/1/16,255,0,96,107782,0,17234.81402,611,42172,30489,10232.0492,6326,4972.172005,131886.694,798,75,862,862,29,11149,478,159,411,3196,10,16345.3801,9735,175,473,18087.40088,4493.872007,82577.4709,65,1175.361103
2014/1/17,256,0,113,116932,0,18491.589,725,44598,32949,10355.2454,7219,5909.717986,135357.916,940,49,1417,1417,27,11169,485,258,412,6118,9,20495.34783,9117,183,392,22473.70006,4917.471974,89481.245,39,1571.682403
2014/1/18,373,0,164,178318,0,25605.943,1046,65096,48020,14715.979,10341,8529.626995,203627.372,1145,104,1594,1594,25,18492,1172,339,583,9721,14,19913.98601,15398,310,706,27327.5489,7225.304,124360.827,73,1671.303002
2014/1/19,405,0,239,205070,0,29588.923,885,67451,54504,16760.36,12327,7181.607991,220564.226,1260,91,1196,1196,37,20594,1336,279,632,0,13,18248.90812,16993,281,857,29606.36099,6912.246997,135768.328,150,1705.372997
2014/1/20,193,0,114,124204,0,20625.57903,468,47474,35279,10955.447,7830,4792.655,160243.638,865,82,1009,1009,27,14676,586,128,413,2237,6,13485.701,11685,186,437,18978.90091,4680.89799,92622.31795,64,998.924993
2014/1/21,221,0,121,119075,0,17985.388,439,45838,31695,9707.91,7784,4672.774998,138798.936,781,70,1361,1361,23,12096,563,151,431,3152,7,15104.92198,9695,203,417,17464.84203,4539.047012,95043.71189,44,824.676003
2014/1/22,227,0,112,113548,0,18263.421,419,44101,32183,8842.475,6909,4486.079,133569.332,786,86,1006,1006,24,11085,593,214,397,2711,10,14311.02901,8782,161,395,16987.92698,4617.244989,126741.2809,49,962.808001
2014/1/23,191,0,102,98744,0,16524.21102,468,38087,27847,8894.72151,6398,4067.693,119643.67,772,62,880,880,20,10217,556,122,344,2795,105,15396.89574,8119,163,390,16382.2998,4302.139995,77732.742,57,937.6667967
2014/1/24,234,0,115,114525,0,17965.704,660,42501,31509,9881.34789,7098,5735.506996,131311.083,891,49,1295,1295,31,10420,501,213,396,6819,193,19517.44582,8569,185,418,21933.51999,4784.543989,86489.29687,37,1411.123702
2014/1/25,339,0,185,167344,0,23587.635,993,60234,44438,13982.029,10052,8326.19003,190358.156,1020,87,1545,1545,25,16505,986,309,569,9644,221,18285.72901,13408,246,651,24816.27401,6349.509005,117262.743,75,1362.714003
2014/1/26,445,0,221,191848,0,29043.60097,544,64115,52824,16379.195,12084,7157.121,213715.651,1310,100,841,841,44,19136,1151,265,548,0,202,18432.59295,15412,282,751,26805.92299,6932.195965,131090.784,116,1551.668995
2014/1/27,256,0,105,118252,0,19431.07198,515,45319,34321,10581.798,7899,4458.498,146502.091,753,62,864,864,21,12057,484,112,385,1976,194,13560.089,9600,180,399,17179.82701,4336.169017,89435.6317,53,998.658
2014/1/28,187,0,113,101178,0,17011.811,547,40374,29319,9151.329,6545,4040.7,126338.181,679,37,790,790,21,10664,376,186,345,2325,146,13137.90492,8280,177,339,15205.87706,4028.378018,88642.2778,29,822.977
2014/1/29,215,0,114,100613,0,16769.568,522,39598,29750,8693.883,6195,4920.983982,126163.131,806,54,1114,1114,21,10009,398,184,352,2618,121,12908.37003,8164,146,328,18115.14,4283.613015,118282.3559,35,908.944999
2014/1/30,253,0,101,95195,0,15975.44401,645,39035,27664,9287.6396,5984,4695.602018,123772.246,815,52,878,878,28,10045,404,140,391,3029,85,13204.85702,7967,141,359,15420.33115,4189.373995,72583.0359,20,832.4410073
2014/1/31,282,0,137,119574,0,18143.794,704,47049,33552,11463.8322,7597,6664.77302,148887.925,1008,78,1216,1216,31,12110,485,250,352,5793,109,18870.90413,9409,181,446,22135.77124,4892.123,87610.3419,42,1204.727902
2014/2/1,390,0,241,100164,0,25979.01787,0,80356,50390,18411.03401,11381,10143.224,256851,1224,83,0,0,54,0,0,250,652,11611,0,21080.46802,20011,0,0,30637.31503,6949.758045,515,0,1496.382005
2014/2/2,466,0,227,96461,0,27649.909,0,75341,52075,18716.095,12187,8623.396,248317,1257,97,0,0,53,0,0,185,556,0,0,18867.2581,19961,0,0,30445.45105,6457.844954,317,0,1545.583002
2014/2/3,274,0,136,67515,0,21082.476,0,58276,37713,13527.496,8610,5470.832001,190119,936,42,0,0,29,0,0,104,446,2615,0,13872.91393,13415,0,0,21575.484,4760.33403,49,0,1068.987002
2014/2/4,277,0,124,56493,0,18110.77,0,52125,32431,11396.293,7806,5009.291999,164475,845,52,0,0,35,0,0,158,364,2826,0,15425.25396,11564,0,0,18366.43903,4330.854995,108,0,867.6839933
2014/2/5,295,0,106,55108,0,18342.64,0,48996,33708,10774.155,7212,5417.989996,163276,800,54,0,0,33,0,0,181,400,2986,0,15373.60397,11088,0,0,19071.12396,4818.04998,83,0,1014.743001
2014/2/6,261,0,116,55583,0,16675.04698,0,43707,29346,9972.07459,6658,4778.802,140052,732,49,0,0,24,0,0,95,330,3975,0,14868.563,9588,0,0,17349.75305,3877.319007,163,0,938.542902
2014/2/7,219,0,95,62398,0,17633.426,0,45669,32076,10572.4974,6983,6182.315004,144172,872,41,0,0,23,0,0,157,366,6084,0,18831.67402,9437,0,0,21880.5877,4298.74599,291,0,1189.321893
2014/2/8,320,0,179,87731,0,22829.294,0,61436,43271,14137.84,9451,8522.58697,203002,1060,59,0,0,35,0,0,231,468,11032,0,18690.79097,14340,0,0,25662.78997,5933.210008,518,0,1218.547998
2014/2/9,303,0,167,85094,0,24415.22102,0,60058,46170,14434.377,10891,6808.647998,204805,994,55,0,0,45,0,0,235,437,0,0,16945.31102,15044,0,0,26489.45503,5891.565004,286,0,1185.17
2014/2/10,226,0,114,60158,0,19402.929,0,47342,35195,11123.67,7955,4849.998,157329,811,47,0,0,29,0,0,110,316,2752,0,13798.60905,10356,0,0,19181.89497,4467.659991,63,0,994.976003
2014/2/11,194,0,76,54697,0,17305.308,0,42327,31076,9496.322,6761,4400.983001,141461,904,44,0,0,38,0,0,128,353,2329,0,14430.991,9729,0,0,17581.06899,4242.177995,98,0,710.8829997
2014/2/12,217,0,99,62369,0,19862.333,0,44358,34936,9838.86502,7284,5115.143003,150832,910,47,0,0,37,0,0,233,436,3459,0,14882.26797,9515,0,0,17785.42199,4521.589989,91,0,929.773002
2014/2/13,196,0,79,55169,0,17239.442,0,39185,29217,9279.0228,6550,4692.016,136744,978,47,0,0,29,0,0,169,452,4248,0,14793.5417,7525,0,0,15792.4087,3990.90798,162,0,835.9593925
2014/2/14,198,0,77,61813,0,16173.86401,0,36458,29271,9187.9655,6076,6668.231,134676,963,46,0,0,19,0,0,300,377,8407,0,18305.81158,7183,0,0,19052.514,4499.109024,351,0,1103.911797
2014/2/15,342,0,199,96266,0,23926.63492,0,60222,44981,14413.239,10055,9132.445,199589,1093,82,0,0,44,0,0,172,534,10792,0,19765.67693,14313,0,0,25046.96699,6040.423019,636,0,1247.971999
2014/2/16,354,0,191,104233,0,29347.54108,0,68125,52473,17559.222,12346,7511.535,228898,1124,62,0,0,63,0,0,199,573,0,0,19527.286,16847,0,0,27930.19701,6255.322003,322,0,1359.131988
2014/2/17,224,0,106,67389,0,20139.50099,0,48599,34978,11738.606,8221,4613.148,159552,854,55,0,0,29,0,0,128,394,2447,0,16855.00796,10899,0,0,19479.777,4337.751004,46,0,944.4969995
2014/2/18,199,0,100,57416,0,17951.44202,0,43308,30955,9666.426,7927,4493.166999,142660,694,45,0,0,33,0,0,132,346,2579,0,15642.25595,9242,0,0,16925.76597,4094.164002,72,0,850.027001
2014/2/19,230,0,91,57453,0,17965.953,0,44453,31266,9087.181,6834,4829.337985,137339,684,46,0,0,22,0,0,198,335,3819,0,14649.858,8629,0,0,17109.611,4098.843023,114,0,907.8550015
2014/2/20,183,0,85,50574,0,15545.78702,0,38939,26032,8372.7433,6010,3936.568006,122709,586,44,0,0,18,0,0,179,320,5355,0,14534.6451,7815,0,0,16345.9263,3931.68799,145,0,790.5623975
